note_count,avg_pitch,avg_duration,avg_velocity,max_pitch,min_pitch,file_name,year
5156,65.22808378588053,0.22199258145849543,66.89100077579519,101,26,MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_07_Track07_wav.midi,2004
1701,60.154027042915935,0.4034685479129922,55.606114050558496,97,22,MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_08_Track08_wav.midi,2004
3006,67.53326679973387,0.13040377578176973,60.953426480372585,106,21,MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_09_Track09_wav.midi,2004
9939,67.67763356474494,0.10775365144045337,65.68749371164101,105,26,MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_10_Track10_wav.midi,2004
7963,61.939846791410275,0.20360783205659488,70.03968353635564,106,21,MIDI-Unprocessed_SMF_13_01_2004_01-05_ORIG_MID--AUDIO_13_R1_2004_02_Track02_wav.midi,2004
12177,63.34458405190112,0.22507630505598006,65.52656647778599,89,27,MIDI-Unprocessed_SMF_13_01_2004_01-05_ORIG_MID--AUDIO_13_R1_2004_05_Track05_wav.midi,2004
3510,66.17777777777778,0.12668387939221296,60.03162393162393,89,29,MIDI-Unprocessed_SMF_13_01_2004_01-05_ORIG_MID--AUDIO_13_R1_2004_08_Track08_wav.midi,2004
1360,65.45367647058823,0.5957774203431376,50.256617647058825,89,29,MIDI-Unprocessed_SMF_13_01_2004_01-05_ORIG_MID--AUDIO_13_R1_2004_09_Track09_wav.midi,2004
1859,68.23076923076923,0.10949771382463691,65.19795589026359,93,36,MIDI-Unprocessed_SMF_13_01_2004_01-05_ORIG_MID--AUDIO_13_R1_2004_10_Track10_wav.midi,2004
2872,67.06789693593315,0.12091602831940587,61.816155988857936,108,27,MIDI-Unprocessed_SMF_13_01_2004_01-05_ORIG_MID--AUDIO_13_R1_2004_12_Track12_wav.midi,2004
1764,62.92290249433107,0.2582784155328799,69.38492063492063,95,25,MIDI-Unprocessed_SMF_16_R1_2004_01-08_ORIG_MID--AUDIO_16_R1_2004_02_Track02_wav.midi,2004
1770,62.33672316384181,0.32886475988700553,65.65819209039547,95,27,MIDI-Unprocessed_SMF_16_R1_2004_01-08_ORIG_MID--AUDIO_16_R1_2004_03_Track03_wav.midi,2004
3168,67.25852272727273,0.14190077861952852,71.32828282828282,103,26,MIDI-Unprocessed_SMF_16_R1_2004_01-08_ORIG_MID--AUDIO_16_R1_2004_04_Track04_wav.midi,2004
1620,66.08888888888889,0.40420138888888923,58.57654320987654,104,28,MIDI-Unprocessed_SMF_16_R1_2004_01-08_ORIG_MID--AUDIO_16_R1_2004_05_Track05_wav.midi,2004
2968,67.11927223719677,0.13372044867475297,69.89386792452831,108,25,MIDI-Unprocessed_SMF_16_R1_2004_01-08_ORIG_MID--AUDIO_16_R1_2004_06_Track06_wav.midi,2004
11750,63.24365957446808,0.22053014184397188,70.90527659574468,105,21,MIDI-Unprocessed_SMF_16_R1_2004_01-08_ORIG_MID--AUDIO_16_R1_2004_08_Track08_wav.midi,2004
12854,65.92298117317567,0.11366986930138448,69.201026917691,107,21,MIDI-Unprocessed_SMF_16_R1_2004_01-08_ORIG_MID--AUDIO_16_R1_2004_13_Track13_wav.midi,2004
2194,62.44348222424795,0.3265634495594042,78.2073837739289,82,36,MIDI-Unprocessed_SMF_17_R1_2004_01-02_ORIG_MID--AUDIO_20_R2_2004_02_Track02_wav.midi,2004
5485,61.98085688240656,0.22948799756912794,65.12980856882406,98,24,MIDI-Unprocessed_SMF_17_R1_2004_01-02_ORIG_MID--AUDIO_20_R2_2004_04_Track04_wav.midi,2004
4622,59.32626568585028,0.30049446487811937,64.31198615318044,94,24,MIDI-Unprocessed_SMF_17_R1_2004_01-02_ORIG_MID--AUDIO_20_R2_2004_06_Track06_wav.midi,2004
2574,57.32556332556332,0.29200012950012993,41.65073815073815,79,29,MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_02_Track02_wav--1.midi,2004
3291,63.95776359769067,0.18604147675478566,56.20540869036767,96,29,MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_02_Track02_wav--2.midi,2004
6165,65.9036496350365,0.14707082995404164,56.19448499594485,101,28,MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_03_Track03_wav.midi,2004
5017,65.01355391668328,0.19968710550793925,59.70281044448874,101,26,MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_06_Track06_wav.midi,2004
3856,67.2795643153527,0.08447846429806348,70.72640041493776,102,30,MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_08_Track08_wav.midi,2004
1897,71.0263574064312,0.09122792567211403,58.5065893516078,101,23,MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_12_Track12_wav--1.midi,2004
5158,64.90946103140752,0.1625090878247385,68.69523070957736,101,26,MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_12_Track12_wav--2.midi,2004
15256,66.22292868379654,0.1301017495848629,50.9872836916623,101,25,MIDI-Unprocessed_SMF_17_R1_2004_04_ORIG_MID--AUDIO_17_R1_2004_09_Track09_wav.midi,2004
9238,63.8613336219961,0.1131667433427151,67.83946741718987,101,24,MIDI-Unprocessed_SMF_17_R1_2004_04_ORIG_MID--AUDIO_17_R1_2004_11_Track11_wav.midi,2004
5239,64.42050009543806,0.30819773175542364,60.616529872113,84,38,MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_03_Track03_wav.midi,2004
1623,63.953789279112755,0.094583076607106,70.6358595194085,84,38,MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_05_Track05_wav.midi,2004
7805,63.7431133888533,0.17423700085415303,63.12005124919923,93,29,MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_10_Track10_wav.midi,2004
12748,64.59750549105742,0.1520508936042257,69.77949482271728,104,21,MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_17_Track17_wav.midi,2004
2903,63.01343437822942,0.3038684837524401,64.17189114708921,96,29,MIDI-Unprocessed_XP_01_R1_2004_01-02_ORIG_MID--AUDIO_01_R1_2004_02_Track02_wav.midi,2004
5207,59.91761090839255,0.32547012035081024,65.80929517956596,96,24,MIDI-Unprocessed_XP_01_R1_2004_01-02_ORIG_MID--AUDIO_01_R1_2004_03_Track03_wav.midi,2004
19689,63.93310985829651,0.167587813415274,74.06562039717609,103,25,MIDI-Unprocessed_XP_01_R1_2004_03_ORIG_MID--AUDIO_01_R1_2004_04_Track04_wav.midi,2004
5141,66.73526551254619,0.17143916553199745,63.224275432795174,101,24,MIDI-Unprocessed_XP_01_R1_2004_04-05_ORIG_MID--AUDIO_01_R1_2004_05_Track05_wav.midi,2004
5925,63.550042194092825,0.26339469057665243,70.58835443037975,97,22,MIDI-Unprocessed_XP_01_R1_2004_04-05_ORIG_MID--AUDIO_01_R1_2004_06_Track06_wav.midi,2004
2809,62.5938056247775,0.3939561825086033,66.04627981488073,84,29,MIDI-Unprocessed_XP_03_R1_2004_01-02_ORIG_MID--AUDIO_03_R1_2004_01_Track01_wav.midi,2004
16522,63.33101319452851,0.2204628676915619,72.00472097808982,104,24,MIDI-Unprocessed_XP_03_R1_2004_01-02_ORIG_MID--AUDIO_03_R1_2004_02_Track02_wav.midi,2004
17872,66.42032229185318,0.1407158077812601,65.31496195165622,105,24,MIDI-Unprocessed_XP_04_R1_2004_01-02_ORIG_MID--AUDIO_04_R1_2004_01_Track01_wav.midi,2004
5426,66.509030593439,0.1849098476471307,62.29856247696277,89,36,MIDI-Unprocessed_XP_04_R1_2004_01-02_ORIG_MID--AUDIO_04_R1_2004_02_Track02_wav.midi,2004
1477,65.43331076506432,0.5022349638907693,48.83750846310088,97,32,MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_04_Track04_wav.midi,2004
3678,67.11147362697118,0.11229240302700758,63.77922784121805,102,23,MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_05_Track05_wav.midi,2004
1820,65.12582417582418,0.1388701923076922,69.65934065934066,85,36,MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_06_Track06_wav.midi,2004
7984,66.22745490981964,0.10479109260187001,68.51603206412825,105,24,MIDI-Unprocessed_XP_04_R1_2004_06_ORIG_MID--AUDIO_04_R1_2004_08_Track08_wav.midi,2004
5596,64.36150822015726,0.4788597137836558,52.62508934953538,100,30,MIDI-Unprocessed_XP_04_R2_2004_01_ORIG_MID--AUDIO_04_R2_2004_01_Track01_wav.midi,2004
11919,64.77514892188942,0.21304788223285026,55.69896803423106,98,28,MIDI-Unprocessed_XP_04_R2_2004_01_ORIG_MID--AUDIO_04_R2_2004_02_Track02_wav.midi,2004
18833,60.78866882599692,0.3083442848545992,61.782297031805875,101,24,MIDI-Unprocessed_XP_06_R1_2004_01_ORIG_MID--AUDIO_06_R1_2004_01_Track01_wav.midi,2004
11856,70.01796558704453,0.11845856879779582,70.05996963562752,105,24,MIDI-Unprocessed_XP_06_R1_2004_02-03_ORIG_MID--AUDIO_06_R1_2004_05_Track05_wav.midi,2004
6610,60.38199697428139,0.22782731341401902,60.90801815431165,97,29,MIDI-Unprocessed_XP_06_R2_2004_01_ORIG_MID--AUDIO_06_R2_2004_01_Track01_wav.midi,2004
2770,58.601083032490976,0.5078937274368232,51.44404332129964,92,29,MIDI-Unprocessed_XP_06_R2_2004_01_ORIG_MID--AUDIO_06_R2_2004_02_Track02_wav.midi,2004
8922,61.20309347679893,0.13615606086079282,62.58865725173728,101,29,MIDI-Unprocessed_XP_06_R2_2004_01_ORIG_MID--AUDIO_06_R2_2004_03_Track03_wav.midi,2004
6528,63.751838235294116,0.2539480570874185,66.61611519607843,84,26,MIDI-Unprocessed_XP_08_R1_2004_01-02_ORIG_MID--AUDIO_08_R1_2004_01_Track01_wav.midi,2004
13809,60.80201317981027,0.20787077268448162,61.674415236440005,101,23,MIDI-Unprocessed_XP_08_R1_2004_01-02_ORIG_MID--AUDIO_08_R1_2004_02_Track02_wav.midi,2004
5789,65.95335982034894,0.26837698652616926,48.62653307997927,103,22,MIDI-Unprocessed_XP_08_R1_2004_03_ORIG_MID--AUDIO_08_R1_2004_03_Track03_wav.midi,2004
3301,63.844895486216295,0.10749962132687083,72.3998788245986,103,21,MIDI-Unprocessed_XP_08_R1_2004_04-06_ORIG_MID--AUDIO_08_R1_2004_04_Track04_wav.midi,2004
2641,59.89397955319954,0.2878336804240817,57.875047330556605,102,23,MIDI-Unprocessed_XP_08_R1_2004_04-06_ORIG_MID--AUDIO_08_R1_2004_05_Track05_wav--1.midi,2004
2848,61.23911516853933,0.12733497191011212,70.14115168539325,98,26,MIDI-Unprocessed_XP_08_R1_2004_04-06_ORIG_MID--AUDIO_08_R1_2004_05_Track05_wav--2.midi,2004
1906,61.90293809024134,0.21235735834207783,64.77229800629591,83,37,MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_01_Track01_wav.midi,2004
2638,64.13040181956028,0.25576549469294885,60.75549658832449,96,29,MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_02_Track02_wav.midi,2004
4741,66.00421851929973,0.19363596815017906,63.696899388314705,101,28,MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_03_Track03_wav.midi,2004
4876,62.50574241181296,0.2201146773311453,66.2085726004922,99,25,MIDI-Unprocessed_XP_09_R1_2004_05_ORIG_MID--AUDIO_09_R1_2004_06_Track06_wav.midi,2004
1398,61.3376251788269,0.27337565569861705,62.29256080114449,98,25,MIDI-Unprocessed_XP_09_R1_2004_05_ORIG_MID--AUDIO_09_R1_2004_07_Track07_wav.midi,2004
6699,61.54590237348858,0.2707454781808228,64.45290341842066,101,24,MIDI-Unprocessed_XP_09_R1_2004_05_ORIG_MID--AUDIO_09_R1_2004_08_Track08_wav.midi,2004
931,53.23845327604726,0.5453376745435013,52.11815252416756,77,22,MIDI-Unprocessed_XP_10_R1_2004_01-02_ORIG_MID--AUDIO_10_R1_2004_01_Track01_wav.midi,2004
12231,63.41721854304636,0.2277469476466899,66.35115689641076,89,26,MIDI-Unprocessed_XP_10_R1_2004_01-02_ORIG_MID--AUDIO_10_R1_2004_02_Track02_wav.midi,2004
6022,64.06592494187977,0.23154786615742318,62.91016273663235,101,24,MIDI-Unprocessed_XP_10_R1_2004_03-04_ORIG_MID--AUDIO_10_R1_2004_03_Track03_wav.midi,2004
16164,64.27567433803515,0.1737491493442212,65.64179658500372,103,25,MIDI-Unprocessed_XP_10_R1_2004_05_ORIG_MID--AUDIO_10_R1_2004_05_Track05_wav.midi,2004
5888,66.21467391304348,0.21638183593749993,63.970278532608695,89,36,MIDI-Unprocessed_XP_11_R1_2004_01-02_ORIG_MID--AUDIO_11_R1_2004_01_Track01_wav.midi,2004
11310,61.713262599469495,0.2758311229000885,66.14960212201592,98,26,MIDI-Unprocessed_XP_11_R1_2004_01-02_ORIG_MID--AUDIO_11_R1_2004_02_Track02_wav.midi,2004
3757,66.96406707479372,0.19489369842959797,67.39446366782006,103,23,MIDI-Unprocessed_XP_11_R1_2004_03-04_ORIG_MID--AUDIO_11_R1_2004_03_Track03_wav.midi,2004
7567,68.212369499141,0.1466606647284259,68.74520946213823,104,24,MIDI-Unprocessed_XP_11_R1_2004_03-04_ORIG_MID--AUDIO_11_R1_2004_04_Track04_wav.midi,2004
2295,64.67058823529412,0.2949986383442266,43.08061002178649,91,34,MIDI-Unprocessed_XP_14_R1_2004_01-03_ORIG_MID--AUDIO_14_R1_2004_01_Track01_wav.midi,2004
10607,64.60243235599133,0.1920920932717385,61.03799377769398,95,23,MIDI-Unprocessed_XP_14_R1_2004_01-03_ORIG_MID--AUDIO_14_R1_2004_03_Track03_wav.midi,2004
2571,65.89303772851031,0.1297918287307142,63.10190587320109,86,29,MIDI-Unprocessed_XP_14_R1_2004_04_ORIG_MID--AUDIO_14_R1_2004_04_Track04_wav.midi,2004
875,63.29942857142857,0.6184690476190475,50.267428571428574,87,32,MIDI-Unprocessed_XP_14_R1_2004_04_ORIG_MID--AUDIO_14_R1_2004_05_Track05_wav.midi,2004
1231,66.16246953696182,0.09151519767127005,68.81316003249391,89,33,MIDI-Unprocessed_XP_14_R1_2004_04_ORIG_MID--AUDIO_14_R1_2004_06_Track06_wav.midi,2004
7759,63.1938394122954,0.2710572668299181,53.38523005541951,103,29,MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_01_Track01_wav.midi,2004
2274,57.02770448548813,0.6359865142187047,47.12489006156552,88,28,MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_02_Track02_wav.midi,2004
3136,67.5,0.09782797884778892,60.732780612244895,94,29,MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_03_Track03_wav.midi,2004
5604,64.82922912205568,0.12368211694028068,66.73411848679514,101,28,MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_04_Track04_wav.midi,2004
5946,61.81365623948873,0.16737775395223692,69.07669021190716,89,29,MIDI-Unprocessed_XP_15_R1_2004_01-02_ORIG_MID--AUDIO_15_R1_2004_01_Track01_wav.midi,2004
18632,66.09129454701589,0.1607556891369686,67.20223271790468,105,24,MIDI-Unprocessed_XP_15_R1_2004_01-02_ORIG_MID--AUDIO_15_R1_2004_02_Track02_wav.midi,2004
10263,60.92224495761473,0.1678257656955408,62.41147812530449,91,29,MIDI-Unprocessed_XP_15_R1_2004_03_ORIG_MID--AUDIO_15_R1_2004_03_Track03_wav.midi,2004
12366,62.834222869157365,0.2329372540298671,66.12154294032024,105,21,MIDI-Unprocessed_XP_15_R1_2004_04_ORIG_MID--AUDIO_15_R1_2004_04_Track04_wav.midi,2004
5644,63.22253720765415,0.13517341424521648,71.58203401842665,100,29,MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_01_Track01_wav.midi,2004
5153,62.794682709101494,0.3325085710589298,58.00349311080924,97,29,MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_02_Track02_wav.midi,2004
4352,62.70611213235294,0.18815080231311243,63.627297794117645,91,31,MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_03_Track03_wav.midi,2004
5596,65.60436025732666,0.12686517155110752,58.60864903502502,100,31,MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_04_Track04_wav.midi,2004
7752,62.76186790505676,0.27399232993636025,54.918214654282764,101,29,MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_01_Track01_wav.midi,2004
2279,57.10399297937692,0.5731822253912542,53.36068451075033,88,28,MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_02_Track02_wav.midi,2004
3122,67.54260089686099,0.10284039344437343,62.19026265214606,94,29,MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_03_Track03_wav.midi,2004
5619,64.8611852642819,0.1386734739277455,64.43673251468233,101,29,MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_04_Track04_wav.midi,2004
5598,64.31707752768845,0.23192769739192534,47.94444444444444,100,30,MIDI-Unprocessed_XP_17_R2_2004_01_ORIG_MID--AUDIO_17_R2_2004_01_Track01_wav.midi,2004
3325,63.48541353383459,0.20157111528822086,47.737443609022556,94,28,MIDI-Unprocessed_XP_17_R2_2004_01_ORIG_MID--AUDIO_17_R2_2004_02_Track02_wav.midi,2004
2681,62.716523685192094,0.13888629864478416,54.527415143603136,93,33,MIDI-Unprocessed_XP_17_R2_2004_01_ORIG_MID--AUDIO_17_R2_2004_03_Track03_wav.midi,2004
6370,65.87927786499215,0.12041274201988499,53.34379905808477,98,30,MIDI-Unprocessed_XP_17_R2_2004_01_ORIG_MID--AUDIO_17_R2_2004_04_Track04_wav.midi,2004
3150,61.45809523809524,0.15890839947089952,57.481904761904765,96,28,MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_02_Track02_wav.midi,2004
2655,62.619209039548025,0.1624988229755179,57.900564971751415,93,29,MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_03_Track03_wav.midi,2004
1982,69.372351160444,0.08032605953582232,56.525227043390515,103,28,MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_04_Track04_wav.midi,2004
4435,60.66516347237881,0.09235931040962057,62.82187147688839,101,25,MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_05_Track05_wav.midi,2004
12936,61.809059987631414,0.27491359706761503,60.93436920222634,101,24,MIDI-Unprocessed_XP_18_R1_2004_04_ORIG_MID--AUDIO_18_R1_2004_07_Track07_wav.midi,2004
1903,67.92012611665791,0.11522048519880884,63.92643194955334,88,29,MIDI-Unprocessed_XP_19_R1_2004_01-02_ORIG_MID--AUDIO_19_R1_2004_01_Track01_wav.midi,2004
1601,68.57089319175515,0.3300892671247136,55.70455965021861,89,33,MIDI-Unprocessed_XP_19_R1_2004_01-02_ORIG_MID--AUDIO_19_R1_2004_02_Track02_wav.midi,2004
17108,60.873392564881925,0.21206081706414073,61.31055646481178,101,24,MIDI-Unprocessed_XP_19_R1_2004_01-02_ORIG_MID--AUDIO_19_R1_2004_03_Track03_wav.midi,2004
4945,60.219211324570274,0.16087188237276698,58.6103134479272,97,26,MIDI-Unprocessed_XP_19_R2_2004_01_ORIG_MID--AUDIO_19_R2_2004_01_Track01_wav.midi,2004
2774,58.5998558038933,0.359127538452295,52.074260994953136,92,29,MIDI-Unprocessed_XP_19_R2_2004_01_ORIG_MID--AUDIO_19_R2_2004_02_Track02_wav.midi,2004
8982,61.17690937430417,0.11887664217323496,60.19516811400579,101,29,MIDI-Unprocessed_XP_19_R2_2004_01_ORIG_MID--AUDIO_19_R2_2004_03_Track03_wav.midi,2004
5678,64.24286720676294,0.24275529822707606,61.16907361747094,100,30,MIDI-Unprocessed_XP_20_R2_2004_01_ORIG_MID--AUDIO_20_R1_2004_01_Track01_wav.midi,2004
3109,63.62174332582824,0.213268936957221,58.04760373110325,94,28,MIDI-Unprocessed_XP_20_R2_2004_01_ORIG_MID--AUDIO_20_R1_2004_02_Track02_wav.midi,2004
9263,65.01716506531362,0.10466731440498044,66.62236856310051,98,30,MIDI-Unprocessed_XP_20_R2_2004_01_ORIG_MID--AUDIO_20_R1_2004_03_Track03_wav.midi,2004
6316,60.58185560481317,0.29126738310111855,62.95408486383787,103,22,MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,2004
3837,61.68543132655721,0.275447941099817,61.90591608027105,89,28,MIDI-Unprocessed_XP_21_R1_2004_02_ORIG_MID--AUDIO_21_R1_2004_02_Track02_wav.midi,2004
6007,62.975362077576165,0.2688145080739129,60.60562676876977,89,29,MIDI-Unprocessed_XP_21_R1_2004_02_ORIG_MID--AUDIO_21_R1_2004_03_Track03_wav.midi,2004
15805,63.017526099335655,0.2594316803754083,65.85669092059474,104,24,MIDI-Unprocessed_XP_21_R1_2004_03_ORIG_MID--AUDIO_21_R1_2004_04_Track04_wav.midi,2004
4903,60.09912298592698,0.1887271398463526,58.742810524168874,97,26,MIDI-Unprocessed_XP_22_R2_2004_01_ORIG_MID--AUDIO_22_R2_2004_01_Track01_wav.midi,2004
2735,58.52504570383912,0.39416552407068906,48.194881170018284,92,29,MIDI-Unprocessed_XP_22_R2_2004_01_ORIG_MID--AUDIO_22_R2_2004_02_Track02_wav.midi,2004
1732,60.53406466512702,0.1369984122401848,59.67090069284065,94,32,MIDI-Unprocessed_XP_22_R2_2004_01_ORIG_MID--AUDIO_22_R2_2004_03_Track03_wav.midi,2004
7308,61.34537493158183,0.11044859514687091,63.019978106185,101,29,MIDI-Unprocessed_XP_22_R2_2004_01_ORIG_MID--AUDIO_22_R2_2004_04_Track04_wav.midi,2004
17876,62.409207876482434,0.2046948422465882,64.74524502125755,100,24,MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_01_Track01_wav.midi,2006
4154,65.67164179104478,0.11459461763761833,68.46389022628792,87,31,MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_02_Track02_wav.midi,2006
8013,66.34394109571946,0.20298574061940994,55.13041307874703,105,21,MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_03_Track03_wav.midi,2006
3648,61.620065789473685,0.293952094184028,62.96326754385965,92,24,MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_04_Track04_wav.midi,2006
5126,63.71459227467811,0.15744260266289478,68.74931720639876,102,22,MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_05_Track05_wav.midi,2006
6132,64.71559034572734,0.21129635858338783,61.41748206131768,100,29,MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_01_Track01_wav.midi,2006
2214,64.48193315266487,0.36508911096055374,62.59168925022583,100,30,MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_02_Track02_wav.midi,2006
8618,65.90566256672082,0.1843587126266731,62.93211882107217,100,28,MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_03_Track03_wav.midi,2006
7000,67.50028571428571,0.274930059523809,62.064,89,29,MIDI-Unprocessed_02_R1_2006_01-04_ORIG_MID--AUDIO_02_R1_2006_01_Track01_wav.midi,2006
8521,62.00281657082502,0.4415284969976144,62.41650041074991,99,21,MIDI-Unprocessed_02_R1_2006_01-04_ORIG_MID--AUDIO_02_R1_2006_02_Track02_wav.midi,2006
9728,67.45127467105263,0.11612514027378036,67.89288651315789,107,21,MIDI-Unprocessed_02_R1_2006_01-04_ORIG_MID--AUDIO_02_R1_2006_03_Track03_wav.midi,2006
7716,64.99222395023328,0.2785347951226894,60.76321928460342,105,24,MIDI-Unprocessed_03_R1_2006_01-05_ORIG_MID--AUDIO_03_R1_2006_04_Track04_wav.midi,2006
11691,63.46454537678556,0.1882102373977131,69.69968351723548,105,21,MIDI-Unprocessed_03_R1_2006_01-05_ORIG_MID--AUDIO_03_R1_2006_05_Track05_wav.midi,2006
6153,63.52787258248009,0.2186353032396119,68.90313668129367,101,24,MIDI-Unprocessed_04_R1_2006_01-04_ORIG_MID--AUDIO_04_R1_2006_01_Track01_wav.midi,2006
